x,y,r
556, 2349, 0.39904344223381105
548, 2351, 0.5643326479831003
2404, 2349, 0.5643326479831003
2114, 2354, 3.4558175818806856
1992, 2351, 2.427286498381048
1057, 2352, 2.6167028409740727
936, 2350, 0.7980868844676221
932, 2348, 0.39904344223381105
579, 2348, 0.39904344223381105
215, 2351, 2.8216632399155017
2165, 2352, 2.034730298721438
2094, 2348, 0.7980868844676221
1106, 2348, 0.39904344223381105
954, 2349, 0.9774528186766119
948, 2348, 0.6911635163761372
257, 2351, 1.1971303267014333
2085, 2351, 2.6768647884309362
941, 2348, 0.9774528186766119
585, 2350, 1.3234773729414107
554, 2347, 0.39904344223381105
1607, 2348, 3.6789987560658073
1150, 2348, 0.5643326479831003
956, 2345, 0.39904344223381105
2066, 2349, 2.2573305919324014
1593, 2348, 0.892288262810312
1586, 2348, 0.39904344223381105
2422, 2344, 0.6911635163761372
2320, 2346, 1.1286652959662007
2035, 2348, 3.012711921345801
1590, 2348, 1.0557697104618329
1349, 2345, 1.0557697104618329
1140, 2346, 2.14891470163533
1066, 2345, 2.18565094735968
925, 2344, 0.6911635163761372
549, 2347, 1.4930838432778397
2242, 2356, 4.353050032561912
2020, 2346, 2.14891470163533
1581, 2344, 0.6911635163761372
1521, 2345, 1.1286652959662007
1111, 2343, 0.39904344223381105
943, 2343, 0.5643326479831003
2430, 2344, 0.7980868844676221
2006, 2345, 2.221779856890434
1585, 2342, 0.5643326479831003
1055, 2343, 0.39904344223381105
960, 2346, 1.0557697104618329
951, 2342, 1.692997943949301
767, 2343, 0.9774528186766119
2354, 2341, 0.7980868844676221
923, 2342, 0.6911635163761372
592, 2344, 0.9774528186766119
354, 2343, 2.5860970765174254
2359, 2340, 0.5643326479831003
1281, 2340, 0.5643326479831003
1578, 2343, 1.0557697104618329
769, 2339, 0.39904344223381105
595, 2342, 1.3234773729414107
1055, 2338, 0.6911635163761372
1057, 2365, 12.057452699683111
598, 2340, 1.1971303267014333
545, 2339, 1.9137451194361292
2353, 2336, 0.39904344223381105
2167, 2340, 2.5551247367559506
1978, 2341, 1.784576525620624
798, 2337, 1.1286652959662007
543, 2337, 1.3823270327522743
231, 2336, 0.39904344223381105
1669, 2333, 0.892288262810312
1097, 2333, 0.5643326479831003
922, 2332, 0.39904344223381105
540, 2335, 1.1971303267014333
2052, 2334, 2.3942606534028665
2044, 2334, 2.492025498024157
2035, 2334, 2.3942606534028665
216, 2334, 2.6768647884309362
199, 2334, 2.5551247367559506
2378, 2331, 0.5643326479831003
791, 2341, 2.905080110058907
2393, 2335, 3.7005766464057417
2409, 2335, 3.3623998102659405
2136, 2330, 0.6911635163761372
1571, 2338, 2.959385372579835
539, 2332, 1.3823270327522743
1361, 2327, 0.39904344223381105
535, 2330, 1.4387715921116582
362, 2330, 1.9137451194361292
2369, 2332, 0.892288262810312
762, 2329, 2.8775431842233163
693, 2330, 4.514661183864803
1684, 2327, 0.7980868844676221
662, 2326, 0.5643326479831003
2075, 2324, 0.5643326479831003
2068, 2327, 4.241889976560968
173, 2326, 2.326803115618832
2404, 2323, 0.39904344223381105
2365, 2325, 0.39904344223381105
1563, 2326, 1.739390038779793
529, 2321, 0.39904344223381105
2377, 2322, 1.1286652959662007
2283, 2320, 0.39904344223381105
1674, 2321, 1.1971303267014333
361, 2321, 2.8775431842233163
2368, 2321, 0.39904344223381105
766, 2321, 3.478780077559586
667, 2368, 33.576606961273605
2280, 2317, 0.39904344223381105
1674, 2318, 1.0557697104618329
1551, 2319, 2.360772841177929
965, 2315, 0.7980868844676221
1675, 2314, 1.0557697104618329
295, 2317, 3.0909772123696633
901, 2312, 0.39904344223381105
683, 2313, 0.39904344223381105
1531, 2312, 0.5643326479831003
640, 2313, 3.0651108395290905
766, 2313, 3.478780077559586
754, 2313, 5.5004342619527495
668, 2316, 1.2618861628126719
1177, 2308, 0.5643326479831003
1173, 2309, 0.9774528186766119
2357, 2311, 2.7064443028318927
1698, 2312, 4.127737462643373
1687, 2309, 2.326803115618832
1577, 2309, 2.5551247367559506
1125, 2307, 1.9137451194361292
1068, 2340, 0.892288262810312
1619, 2309, 4.771865530056633
1586, 2308, 2.9861676865556794
812, 2305, 0.39904344223381105
169, 2306, 0.5643326479831003
972, 2306, 1.6452982615400624
676, 2311, 1.2618861628126719
505, 2307, 0.7980868844676221
2365, 2307, 0.892288262810312
898, 2307, 1.5454886061848316
693, 2306, 0.6911635163761372
707, 2324, 10.344388306069701
2362, 2301, 0.5643326479831003
1218, 2301, 0.5643326479831003
904, 2300, 0.39904344223381105
896, 2301, 0.6911635163761372
320, 2304, 1.5454886061848316
678, 2300, 0.5643326479831003
1676, 2301, 3.3147037796003453
1640, 2300, 3.338636969675892
1611, 2300, 2.9861676865556794
1046, 2299, 0.7980868844676221
325, 2300, 3.1923475378704884
199, 2300, 2.5237723256253437
793, 2299, 1.739390038779793
1042, 2296, 0.5643326479831003
908, 2301, 0.39904344223381105
741, 2304, 0.39904344223381105
2354, 2296, 0.9774528186766119
2216, 2293, 0.39904344223381105
1166, 2292, 0.39904344223381105
841, 2299, 2.9861676865556794
773, 2305, 0.5643326479831003
2333, 2291, 0.6911635163761372
794, 2295, 1.2618861628126719
781, 2304, 0.5643326479831003
749, 2304, 0.39904344223381105
717, 2303, 0.5643326479831003
710, 2291, 0.5643326479831003
2330, 2289, 0.7980868844676221
725, 2303, 0.5643326479831003
296, 2292, 2.6768647884309362
2441, 2292, 0.9774528186766119
908, 2287, 0.39904344223381105
2326, 2288, 0.39904344223381105
2337, 2284, 0.39904344223381105
2427, 2286, 0.7980868844676221
1648, 2285, 1.1286652959662007
2410, 2283, 0.9774528186766119
1916, 2280, 0.39904344223381105
1659, 2286, 4.935894784620187
1593, 2289, 6.911635163761371
2289, 2280, 0.5643326479831003
1866, 2280, 0.39904344223381105
1642, 2283, 3.84823559536734
2442, 2281, 0.7980868844676221
1956, 2279, 2.959385372579835
1378, 2276, 0.39904344223381105
2434, 2278, 1.4387715921116582
1238, 2277, 0.7980868844676221
1847, 2275, 0.6911635163761372
1843, 2274, 0.5643326479831003
1653, 2275, 3.2418442498256126
2506, 2359, 73.69242327680399
2283, 2272, 0.5643326479831003
853, 2271, 0.39904344223381105
2378, 2271, 0.39904344223381105
1525, 2277, 1.3234773729414107
1673, 2271, 1.0557697104618329
627, 2271, 2.034730298721438
2363, 2269, 0.39904344223381105
1845, 2270, 0.7980868844676221
1836, 2269, 0.5643326479831003
2497, 2268, 0.7980868844676221
2473, 2271, 3.5015919946240577
2159, 2270, 0.6911635163761372
1784, 2268, 0.7980868844676221
2211, 2267, 1.3234773729414107
1676, 2266, 0.5643326479831003
2547, 2267, 1.1971303267014333
2396, 2266, 0.6911635163761372
1503, 2266, 1.9952172111690554
1679, 2266, 1.3823270327522743
2545, 2261, 0.39904344223381105
2498, 2260, 0.39904344223381105
2206, 2261, 0.39904344223381105
1836, 2260, 0.39904344223381105
636, 2263, 1.9952172111690554
628, 2263, 1.8716796503076578
2147, 2262, 2.0734905491284112
1946, 2260, 0.5643326479831003
1702, 2262, 0.7980868844676221
1956, 2259, 0.892288262810312
1496, 2258, 0.6911635163761372
1492, 2260, 1.1286652959662007
1411, 2258, 0.39904344223381105
2402, 2257, 0.5643326479831003
1882, 2270, 11.173216382546709
1597, 2267, 4.496991209276012
2127, 2256, 0.39904344223381105
1976, 2257, 1.0557697104618329
1482, 2256, 0.39904344223381105
2246, 2255, 0.39904344223381105
2131, 2256, 0.39904344223381105
2496, 2256, 1.3234773729414107
2106, 2256, 2.7933040956366773
2435, 2251, 0.39904344223381105
1626, 2273, 19.220477402821103
2145, 2253, 0.5643326479831003
1969, 2253, 2.3942606534028665
2127, 2251, 1.5454886061848316
1960, 2254, 1.3823270327522743
1609, 2250, 1.1971303267014333
2151, 2253, 1.1971303267014333
1954, 2247, 0.39904344223381105
1699, 2250, 3.0651108395290905
2103, 2248, 0.892288262810312
2431, 2248, 1.5454886061848316
2180, 2255, 3.409428664990082
2092, 2245, 0.39904344223381105
1964, 2245, 0.5643326479831003
1854, 2257, 9.510302827597629
1788, 2246, 0.7980868844676221
2483, 2245, 0.6911635163761372
2447, 2248, 2.8775431842233163
2163, 2255, 2.7646540655045486
2131, 2244, 0.5643326479831003
1959, 2243, 0.39904344223381105
1956, 2246, 0.7980868844676221
1772, 2246, 2.14891470163533
2207, 2244, 0.7980868844676221
1558, 2273, 24.546848488159064
1524, 2252, 10.031796582624631
1465, 2248, 1.3823270327522743
2141, 2245, 3.950328535881702
1863, 2242, 0.39904344223381105
1776, 2242, 0.6911635163761372
1447, 2240, 0.39904344223381105
548, 2241, 1.3234773729414107
1957, 2239, 0.39904344223381105
1609, 2244, 2.7064443028318927
2504, 2239, 0.39904344223381105
2121, 2241, 1.4387715921116582
1440, 2238, 0.5643326479831003
449, 2238, 0.5643326479831003
1904, 2248, 2.5551247367559506
565, 2240, 0.9774528186766119
556, 2241, 1.5961737689352442
1611, 2238, 1.1286652959662007
2091, 2236, 0.7980868844676221
1662, 2236, 0.9774528186766119
463, 2237, 2.5237723256253437
2121, 2235, 0.7980868844676221
2102, 2234, 0.39904344223381105
1899, 2236, 2.6469547458828213
2165, 2237, 0.7980868844676221
1609, 2234, 1.2618861628126719
1506, 2241, 5.031746350679813
2113, 2237, 1.4930838432778397
1850, 2235, 0.7980868844676221
445, 2232, 0.5643326479831003
543, 2234, 2.905080110058907
2193, 2231, 0.9774528186766119
1979, 2231, 1.4930838432778397
1610, 2231, 1.3234773729414107
1476, 2231, 1.0557697104618329
2189, 2229, 0.5643326479831003
1856, 2230, 0.6911635163761372
1867, 2232, 3.167309131385499
1471, 2228, 1.3234773729414107
1425, 2232, 1.4930838432778397
2081, 2231, 2.735704010510095
1610, 2227, 1.1286652959662007
167, 2227, 0.9774528186766119
2201, 2225, 0.5643326479831003
1464, 2227, 1.5454886061848316
2069, 2224, 0.5643326479831003
1591, 2225, 0.892288262810312
2101, 2227, 3.7433593006153156
1610, 2224, 1.4930838432778397
483, 2223, 0.5643326479831003
186, 2225, 2.735704010510095
2006, 2225, 3.167309131385499
1291, 2221, 0.892288262810312
2168, 2220, 0.39904344223381105
2061, 2224, 3.4327014857755778
1461, 2221, 0.7980868844676221
1403, 2223, 1.739390038779793
163, 2222, 1.4930838432778397
1657, 2221, 2.6768647884309362
1611, 2221, 1.5454886061848316
787, 2221, 1.9952172111690554
2085, 2219, 1.4387715921116582
606, 2219, 1.2618861628126719
430, 2223, 8.669442638877646
1876, 2220, 2.18565094735968
1857, 2220, 1.1286652959662007
1290, 2214, 0.6911635163761372
608, 2214, 1.739390038779793
1557, 2213, 0.5643326479831003
1861, 2212, 0.5643326479831003
1294, 2211, 1.2618861628126719
2073, 2214, 3.889394366097612
1921, 2211, 0.5643326479831003
1618, 2217, 6.495956606174286
174, 2211, 0.5643326479831003
1593, 2209, 0.39904344223381105
1297, 2208, 1.0557697104618329
2044, 2209, 1.784576525620624
1370, 2206, 2.360772841177929
1602, 2205, 0.7980868844676221
1553, 2208, 0.5643326479831003
1361, 2205, 1.6452982615400624
2049, 2207, 2.326803115618832
1758, 2207, 3.6354587756642407
1546, 2205, 2.9323584560298355
417, 2208, 0.39904344223381105
2032, 2207, 4.601993475554326
1441, 2202, 0.6911635163761372
1225, 2202, 2.034730298721438
608, 2201, 1.6452982615400624
1297, 2200, 0.7980868844676221
2041, 2198, 0.39904344223381105
1545, 2197, 0.9774528186766119
979, 2202, 4.425605863737359
2168, 2200, 3.5242562570853293
1583, 2199, 2.14891470163533
1292, 2196, 0.39904344223381105
1524, 2197, 0.5643326479831003
1573, 2195, 0.39904344223381105
1266, 2195, 3.217191084057268
1576, 2193, 0.39904344223381105
1295, 2193, 1.1971303267014333
1257, 2195, 1.8286467796121775
609, 2193, 0.6911635163761372
1299, 2189, 0.39904344223381105
2122, 2189, 0.39904344223381105
1556, 2188, 0.39904344223381105
1566, 2193, 2.14891470163533
1877, 2191, 1.9952172111690554
1616, 2188, 0.5643326479831003
1549, 2188, 1.3234773729414107
1750, 2187, 2.7064443028318927
1583, 2186, 1.3234773729414107
1877, 2182, 0.39904344223381105
1565, 2184, 2.0734905491284112
823, 2183, 3.7005766464057417
1874, 2181, 0.39904344223381105
1620, 2180, 0.5643326479831003
1573, 2179, 0.5643326479831003
718, 2180, 0.892288262810312
145, 2199, 8.913955279566677
1585, 2179, 1.739390038779793
1293, 2184, 0.9774528186766119
1879, 2177, 0.39904344223381105
1533, 2181, 4.88726409338306
1284, 2175, 0.39904344223381105
606, 2180, 0.6911635163761372
1524, 2178, 4.1469810982568225
940, 2176, 4.935894784620187
766, 2174, 3.2418442498256126
594, 2174, 3.0909772123696633
1589, 2172, 0.7980868844676221
1030, 2170, 0.39904344223381105
539, 2169, 0.39904344223381105
1984, 2192, 9.324305612711097
2002, 2168, 0.9774528186766119
1517, 2175, 3.9301221193000435
1587, 2167, 0.5643326479831003
1508, 2170, 1.4930838432778397
2000, 2165, 0.6911635163761372
1982, 2166, 1.1971303267014333
1542, 2166, 1.5454886061848316
1032, 2166, 0.39904344223381105
770, 2166, 3.0909772123696633
1562, 2174, 10.142299642498074
1374, 2166, 2.1115394209236658
1368, 2166, 0.892288262810312
1364, 2165, 1.0557697104618329
1361, 2165, 1.0557697104618329
581, 2166, 3.4327014857755778
1358, 2164, 0.7980868844676221
1355, 2165, 1.0557697104618329
1352, 2161, 0.5643326479831003
1348, 2164, 0.5643326479831003
1043, 2161, 2.6469547458828213
539, 2162, 1.0557697104618329
1975, 2160, 1.3234773729414107
1371, 2160, 0.39904344223381105
1339, 2163, 2.7646540655045486
1597, 2179, 5.69948036518427
749, 2158, 2.5237723256253437
2075, 2158, 2.326803115618832
1992, 2157, 1.5961737689352442
1544, 2159, 1.3234773729414107
1258, 2154, 0.39904344223381105
577, 2158, 2.8775431842233163
1579, 2153, 0.39904344223381105
2005, 2158, 3.1166289153792985
1545, 2152, 0.5643326479831003
569, 2153, 2.735704010510095
1382, 2157, 2.959385372579835
1337, 2149, 1.5961737689352442
2019, 2145, 0.39904344223381105
124, 2165, 6.143195707706593
2013, 2142, 0.39904344223381105
1339, 2142, 1.2618861628126719
940, 2136, 0.6911635163761372
505, 2137, 0.9774528186766119
